ch_name,x,y,z
Probe1-ch1,0.0566,0.0261999999999999,0.0538
Probe1-ch2,0.0584,0.0008,0.0578
Probe1-ch3,0.0608,-0.031,0.0564
Probe1-ch4,0.0576,-0.0608,0.0535
Probe1-ch5,0.0512,-0.0862,0.0453999999999999
Probe1-ch6,0.0489,0.0225,0.079
Probe1-ch7,0.059,-0.004,0.0814
Probe1-ch8,0.0599,-0.0341,0.0765
Probe1-ch9,0.0551,-0.0616,0.0719
Probe1-ch10,0.0453,-0.0858,0.0684
Probe1-ch11,0.0426,0.0203999999999999,0.1044
Probe1-ch12,0.0496,-0.0083,0.1092
Probe1-ch13,0.0499,-0.0365,0.1062999999999999
Probe1-ch14,0.0416,-0.0619,0.0983
Probe1-ch15,0.0283999999999999,-0.0857,0.09
Probe2-ch1,-0.061,-0.0772,0.0442
Probe2-ch2,-0.069,-0.0495,0.0505
Probe2-ch3,-0.0737,-0.0192,0.054
Probe2-ch4,-0.0692,0.008,0.056
Probe2-ch5,-0.0593,0.0337,0.0650999999999999
Probe2-ch6,-0.0557,-0.0711,0.078
Probe2-ch7,-0.0647,-0.0472,0.0864
Probe2-ch8,-0.0707,-0.0196,0.0847
Probe2-ch9,-0.0665999999999999,0.0091,0.0852
Probe2-ch10,-0.0617,0.0283,0.0735
Probe2-ch11,-0.0482999999999999,-0.0719,0.0892999999999999
Probe2-ch12,-0.0562,-0.0475,0.1006
Probe2-ch13,-0.0627,-0.0222,0.105
Probe2-ch14,-0.0606,0.003,0.1044
Probe2-ch15,-0.0503,0.0273999999999999,0.1031
