ch_name,x,y,z
S1,0.0511,0.0479,0.0544
D1,0.0632,0.0219,0.053
S2,0.0696,-0.0060999999999999,0.0462
D2,0.07,-0.0338,0.0437
S3,0.0634,-0.0613999999999999,0.0351
D3,0.0514,0.0405,0.0777
S4,0.0615,0.0174,0.0726
D4,0.0683,-0.0094,0.0694
S5,0.0665,-0.037,0.0649
D5,0.0622999999999999,-0.0642,0.0591
S6,0.0442,0.0359,0.0960999999999999
D6,0.0555,0.0113,0.0965999999999999
S7,0.0602,-0.0155,0.097
D7,0.0575,-0.043,0.0911
S8,0.0462,-0.0711,0.0862
S9,-0.066,-0.0670999999999999,0.0308
D8,-0.0736,-0.0402999999999999,0.0387
S10,-0.078,-0.0153,0.0453
D9,-0.0747999999999999,0.0144,0.0542999999999999
S11,-0.0670999999999999,0.0392,0.06
D10,-0.068,-0.0722,0.0509
S12,-0.075,-0.0476,0.0603
D11,-0.0779,-0.0197,0.0694
S13,-0.0751,0.0048,0.0741
D12,-0.0675,0.0272,0.0799
S14,-0.058,-0.0767,0.0792
D13,-0.068,-0.0542,0.0849
S15,-0.0735,-0.0266,0.0922
D14,-0.0719,-0.0034,0.0977
S16,-0.061,0.0215,0.1042
